SSerial,Rsex,Rage,MeatEnv,MeatHlth,MeatWelf,livcost1,Country,MeatHab,REconAct,REarnD
352769,2,70,4,4,5,5,1,1,0,0
350026,2,35,4,2,4,4,1,1,1,5
352651,1,55,4,4,4,4,1,1,1,9
352108,1,38,3,4,3,5,1,1,1,4
351644,2,62,3,3,3,5,1,1,0,0
351733,1,47,5,2,4,5,1,1,1,10
352756,1,23,2,2,2,5,1,1,1,4
352511,1,64,4,4,3,4,1,0,0,0
352217,1,65,3,1,2,5,1,1,1,0
352293,1,35,3,4,2,5,1,1,1,9
350080,2,27,4,3,4,3,1,0,1,9
351868,2,41,3,3,5,5,1,0,1,4
351259,2,53,4,4,3,4,1,0,0,0
352694,1,69,5,5,2,4,1,1,0,0
351023,1,78,5,3,4,5,1,1,0,0
350001,1,67,4,4,4,4,1,1,0,0
350005,1,35,4,4,4,5,1,1,1,0
350427,1,61,3,4,4,3,1,1,1,9
351818,2,69,3,2,2,5,1,1,0,0
351292,2,53,1,1,5,5,1,1,0,0
350525,2,22,2,2,4,5,1,1,0,0
351454,1,73,3,4,4,5,1,1,0,0
352059,2,65,5,3,3,5,1,1,0,0
350584,2,43,2,1,2,5,1,1,0,0
350856,2,21,2,4,2,5,1,1,1,1
350825,2,46,5,4,5,4,1,1,1,0
352392,2,26,4,4,4,5,1,1,0,0
350189,1,66,5,5,5,4,1,0,1,1
351927,2,72,2,2,4,4,1,1,0,0
351051,2,42,3,3,2,4,1,1,1,4
351593,2,76,2,2,2,5,1,1,0,0
351729,1,66,4,2,2,4,1,1,0,0
351222,1,45,4,3,2,5,1,1,1,10
352401,1,39,1,4,1,5,1,1,1,6
351955,1,82,5,2,2,5,1,1,0,0
350927,2,84,5,4,5,5,1,0,0,0
351304,2,58,2,2,5,5,1,1,1,7
350146,2,49,2,1,1,5,1,1,1,8
352147,1,66,3,4,2,4,1,1,1,0
352502,1,49,5,1,3,5,3,1,1,6
351598,2,55,1,1,1,5,1,1,1,5
351468,2,73,4,4,2,5,3,1,0,0
350198,2,35,2,3,2,5,3,1,1,4
350625,1,57,2,1,5,3,3,1,1,8
351870,2,60,4,4,3,5,3,1,1,5
351595,2,47,3,3,3,5,3,1,1,8
350872,2,32,3,4,3,5,3,1,1,2
350543,2,53,3,2,3,4,3,1,1,10
352875,1,66,3,5,4,5,3,1,0,0
351241,1,36,3,2,2,5,3,1,1,5
350871,2,54,4,4,4,4,1,1,1,10
351752,2,51,3,4,4,5,1,1,1,9
350509,2,58,3,4,2,5,1,1,1,5
352493,1,82,3,3,3,5,1,1,0,0
351543,2,44,3,2,3,5,1,1,1,2
350099,2,38,4,4,4,5,1,1,0,0
350331,1,58,4,4,4,5,1,1,1,4
352839,2,20,3,4,2,5,1,1,1,1
350271,2,63,3,4,4,4,1,1,0,0
350187,2,34,4,4,3,5,1,1,0,0
350780,1,46,3,3,4,5,1,1,1,6
352029,2,54,2,2,2,5,1,1,1,3
352326,2,38,4,2,4,2,1,1,0,0
351350,2,60,2,5,5,5,1,1,0,0
350948,2,33,4,4,0,5,1,1,0,0
352619,2,48,4,5,5,4,1,1,1,0
352740,2,47,3,3,4,5,1,1,1,5
350250,1,19,4,3,5,5,1,1,0,0
352720,2,37,2,2,4,5,1,1,1,8
350677,1,36,5,5,5,5,1,1,1,0
350398,1,54,3,3,3,5,1,1,1,4
352359,1,53,3,3,3,4,1,1,1,9
350323,1,44,4,3,3,5,1,1,1,2
350208,1,62,2,2,2,5,1,1,1,5
350437,2,62,3,2,4,5,1,1,0,0
350726,1,76,2,3,1,4,1,1,0,0
350781,2,65,2,4,2,5,1,1,0,0
352385,1,57,4,4,4,4,1,0,1,3
350414,1,41,2,4,4,5,1,1,1,9
352158,1,37,2,2,3,5,1,1,1,6
350931,2,69,2,2,2,5,1,1,0,0
